6000
HE2,2090.7403961185696,15:54:53.764677
Dist,1.4960629921259843,15:54:53.767908
HE1,1857.0645099399323,15:54:53.768255
Dist,1.4960629921259843,15:54:53.778613
HE2,1738.5355743922405,15:54:53.799171
Dist,1.3779527559055118,15:54:53.801908
HE2,1714.0012940575516,15:54:53.834170
Dist,1.6141732283464567,15:54:53.836930
HE2,1722.5067761806981,15:54:53.869005
Dist,1.4566929133858268,15:54:53.871757
HE2,1702.1877113714456,15:54:53.904256
Dist,1.3779527559055118,15:54:53.907002
HE1,426.7802675069149,15:54:53.908832
Dist,1.3385826771653544,15:54:53.917919
HE2,1711.2856151994451,15:54:53.939322
Dist,1.3779527559055118,15:54:53.942084
HE2,1696.4504125546027,15:54:53.974687
Dist,1.5748031496062993,15:54:53.977446
HE2,1720.6224531655955,15:54:54.009554
Dist,1.4173228346456694,15:54:54.012305
HE2,1713.0679010244717,15:54:54.044580
Dist,1.7322834645669292,15:54:54.047332
HE1,418.3288008244955,15:54:54.052259
Dist,1.4566929133858268,15:54:54.057948
HE2,1735.7416578152374,15:54:54.079147
Dist,1.220472440944882,15:54:54.081892
HE2,1721.281497086263,15:54:54.114003
Dist,1.535433070866142,15:54:54.116784
HE2,1721.4816638962425,15:54:54.148859
Dist,1.4960629921259843,15:54:54.151605
HE2,1699.084759036958,15:54:54.184172
Dist,1.4173228346456694,15:54:54.186927
HE1,420.1572720806996,15:54:54.195068
Dist,1.6141732283464567,15:54:54.197813
HE2,1728.801934491097,15:54:54.218874
Dist,1.299212598425197,15:54:54.221614
HE2,1723.238061326504,15:54:54.253692
Dist,1.4173228346456694,15:54:54.256433
HE2,1731.4305764824867,15:54:54.288346
Dist,1.3385826771653544,15:54:54.291095
HE2,1720.1285013191891,15:54:54.323230
Dist,1.4173228346456694,15:54:54.325978
HE1,422.3537921647671,15:54:54.337127
Dist,1.3779527559055118,15:54:54.339877
HE2,1737.2274302439564,15:54:54.357758
Dist,1.6141732283464567,15:54:54.360509
HE2,1716.866148178469,15:54:54.392716
Dist,1.3385826771653544,15:54:54.395480
HE2,1744.9849533345352,15:54:54.427099
Dist,1.4960629921259843,15:54:54.429850
HE2,1732.6226359236334,15:54:54.461727
Dist,1.3779527559055118,15:54:54.464472
HE1,427.3375694942078,15:54:54.477544
Dist,1.535433070866142,15:54:54.480309
HE2,1731.7880220483494,15:54:54.496365
Dist,1.7322834645669292,15:54:54.499096
HE2,1712.6948283958432,15:54:54.531414
Dist,1.6141732283464567,15:54:54.534190
HE2,1722.2120786997434,15:54:54.566247
Dist,1.5748031496062993,15:54:54.569046
HE2,1708.497331939334,15:54:54.601369
Dist,1.6141732283464567,15:54:54.604123
HE1,423.53801282774106,15:54:54.619208
Dist,1.3779527559055118,15:54:54.621970
HE2,1702.8787960807665,15:54:54.636592
Dist,1.4173228346456694,15:54:54.639328
HE2,1683.7944854441687,15:54:54.672232
Dist,1.4173228346456694,15:54:54.674979
HE2,1705.9609400950399,15:54:54.707409
Dist,1.3385826771653544,15:54:54.710168
HE2,1688.392238950165,15:54:54.742955
Dist,1.535433070866142,15:54:54.745748
HE1,416.2681496233612,15:54:54.763343
Dist,1.4566929133858268,15:54:54.766106
HE2,1708.4161433759887,15:54:54.778059
Dist,1.299212598425197,15:54:54.780795
HE2,1691.7063726808283,15:54:54.813527
Dist,1.3385826771653544,15:54:54.816380
HE2,1724.8679917751886,15:54:54.848316
Dist,1.4960629921259843,15:54:54.851074
HE2,1716.7373167520516,15:54:54.883265
Dist,1.535433070866142,15:54:54.886034
HE1,417.7316247261138,15:54:54.906981
Dist,1.7322834645669292,15:54:54.909722
HE2,1742.0014536392898,15:54:54.917687
Dist,1.535433070866142,15:54:54.920431
HE2,1731.2399991744805,15:54:54.952367
Dist,1.4173228346456694,15:54:54.955141
HE2,1754.8654867997154,15:54:54.986577
Dist,1.299212598425197,15:54:54.989380
HE2,1748.658861133308,15:54:55.020870
Dist,1.4566929133858268,15:54:55.023623
HE1,425.94234860627563,15:54:55.047850
Dist,1.535433070866142,15:54:55.050604
HE2,1749.6801106854573,15:54:55.055148
Dist,1.3779527559055118,15:54:55.061393
HE2,1725.471137957751,15:54:55.089931
Dist,1.4960629921259843,15:54:55.092660
HE2,1731.4663143989433,15:54:55.124587
Dist,1.535433070866142,15:54:55.127343
HE2,1711.448546013438,15:54:55.159641
Dist,1.6141732283464567,15:54:55.162391
HE1,426.56975581312565,15:54:55.188507
Dist,1.5748031496062993,15:54:55.191279
HE2,1722.7426067907995,15:54:55.194465
Dist,1.3385826771653544,15:54:55.201881
HE2,1706.851871947911,15:54:55.229623
Dist,1.3779527559055118,15:54:55.232407
HE2,1715.9179331928733,15:54:55.264592
Dist,1.3779527559055118,15:54:55.267351
HE2,1699.635567922413,15:54:55.299895
Dist,1.4173228346456694,15:54:55.302647
HE1,421.15855393297164,15:54:55.330967
Dist,1.4960629921259843,15:54:55.333741
HE2,1712.7647671355942,15:54:55.334910
Dist,1.5748031496062993,15:54:55.344095
HE2,1697.4917202350036,15:54:55.370272
Dist,1.6535433070866143,15:54:55.373073
HE2,1724.5133968340986,15:54:55.405060
Dist,1.4566929133858268,15:54:55.407810
HE2,1708.9382045361945,15:54:55.440181
Dist,1.535433070866142,15:54:55.442946
HE1,417.92031459659097,15:54:55.474537
Dist,1.3779527559055118,15:54:55.477288
HE2,855.4770152257345,15:54:55.510310
Dist,1.3385826771653544,15:54:55.513062
HE2,1725.4947993445185,15:54:55.545080
Dist,1.4173228346456694,15:54:55.547833
HE2,1711.9491704138068,15:54:55.580128
Dist,1.4566929133858268,15:54:55.582881
HE2,1725.3646697472884,15:54:55.614900
Dist,1.4566929133858268,15:54:55.617669
HE1,417.3685991203455,15:54:55.618281
Dist,1.4173228346456694,15:54:55.628049
HE2,1704.978523326242,15:54:55.650092
Dist,1.4960629921259843,15:54:55.652839
HE2,1739.689334079927,15:54:55.684583
Dist,1.3779527559055118,15:54:55.687335
HE2,1728.398236287963,15:54:55.719303
Dist,1.4173228346456694,15:54:55.722066
HE2,1755.5265360790222,15:54:55.753480
Dist,1.535433070866142,15:54:55.756236
HE1,421.77759230115595,15:54:55.760545
Dist,1.4173228346456694,15:54:55.766804
HE2,1739.6652818006485,15:54:55.787966
Dist,1.8110236220472442,15:54:55.790718
HE2,1739.196395250798,15:54:55.822461
Dist,1.4566929133858268,15:54:55.825239
HE2,1720.6930408740957,15:54:55.857332
Dist,1.4173228346456694,15:54:55.860109
HE2,1719.8463704331425,15:54:55.892219
Dist,1.3385826771653544,15:54:55.894968
HE1,426.89610131855943,15:54:55.901094
Dist,1.4173228346456694,15:54:55.905587
HE2,1694.3259947485355,15:54:55.927626
Dist,1.4566929133858268,15:54:55.930372
HE2,1696.5876547204919,15:54:55.962995
Dist,1.5748031496062993,15:54:55.965740
HE2,1679.210499976646,15:54:55.998727
Dist,1.5748031496062993,15:54:56.001506
HE2,1695.2619098943737,15:54:56.034120
Dist,1.4566929133858268,15:54:56.036867
HE1,417.47453181843065,15:54:56.044817
Dist,1.535433070866142,15:54:56.047559
HE2,1678.2474508679386,15:54:56.069874
Dist,1.6535433070866143,15:54:56.072622
HE2,1717.7098861495617,15:54:56.104802
Dist,1.299212598425197,15:54:56.107553
HE2,1702.8672734039314,15:54:56.140036
Dist,1.535433070866142,15:54:56.142819
HE2,1761.6464362215968,15:54:56.174096
Dist,1.535433070866142,15:54:56.176873
HE1,417.9695962610676,15:54:56.188370
Dist,1.4960629921259843,15:54:56.191114
HE2,1752.092067978807,15:54:56.208336
Dist,1.4173228346456694,15:54:56.211071
HE2,1768.405430474745,15:54:56.242267
Dist,1.4173228346456694,15:54:56.245053
HE2,1748.2944180068775,15:54:56.276590
Dist,1.3385826771653544,15:54:56.279337
HE2,1751.177665822362,15:54:56.310849
Dist,1.5748031496062993,15:54:56.313598
HE1,428.1758926064875,15:54:56.328504
Dist,1.535433070866142,15:54:56.331284
HE2,1722.0470921519923,15:54:56.345693
Dist,1.4173228346456694,15:54:56.348442
HE2,1721.5287687350785,15:54:56.380547
Dist,1.4173228346456694,15:54:56.383303
HE2,1694.9079667831816,15:54:56.415953
Dist,1.535433070866142,15:54:56.418708
HE2,1712.4034784502117,15:54:56.450985
Dist,1.3385826771653544,15:54:56.453740
HE1,420.78743949236286,15:54:56.471087
Dist,1.6929133858267718,15:54:56.473864
HE2,1687.2941823277395,15:54:56.486566
Dist,1.6535433070866143,15:54:56.489418
HE2,1704.0087753747816,15:54:56.521759
Dist,1.6141732283464567,15:54:56.524515
HE2,1682.027590632018,15:54:56.557432
Dist,1.4960629921259843,15:54:56.560186
HE2,1712.6132404181185,15:54:56.592463
Dist,1.3779527559055118,15:54:56.595225
HE1,418.8990963128432,15:54:56.614319
Dist,1.3779527559055118,15:54:56.617189
HE2,1700.1293042297482,15:54:56.627756
Dist,1.4960629921259843,15:54:56.630524
HE2,1724.737956699632,15:54:56.662541
Dist,1.4173228346456694,15:54:56.665288
HE2,1716.5499600974033,15:54:56.697495
Dist,1.3779527559055118,15:54:56.700242
HE2,1753.752622006035,15:54:56.731706
Dist,1.535433070866142,15:54:56.734456
HE1,425.06391373672403,15:54:56.755477
Dist,1.4173228346456694,15:54:56.758222
HE2,1753.1783982611603,15:54:56.765917
Dist,1.535433070866142,15:54:56.769222
HE2,1740.94096974812,15:54:56.800394
Dist,1.3385826771653544,15:54:56.803142
HE2,1712.7764241475531,15:54:56.835424
Dist,1.4960629921259843,15:54:56.838168
HE2,1720.8695354864296,15:54:56.870290
Dist,1.3779527559055118,15:54:56.873051
HE1,423.21108569891027,15:54:56.897249
Dist,1.6141732283464567,15:54:56.899991
HE2,1694.748169947405,15:54:56.905678
Dist,1.5748031496062993,15:54:56.910741
HE2,1706.689815128786,15:54:56.940847
Dist,1.535433070866142,15:54:56.943592
HE2,1692.730476895137,15:54:56.976293
Dist,1.3385826771653544,15:54:56.979049
HE2,1709.2399853294755,15:54:57.011399
Dist,1.535433070866142,15:54:57.014144
HE1,415.36055879144186,15:54:57.041703
Dist,1.535433070866142,15:54:57.044447
HE2,1696.6448455102577,15:54:57.046744
Dist,1.3779527559055118,15:54:57.055354
HE2,1729.455375121123,15:54:57.081455
Dist,1.299212598425197,15:54:57.084198
HE2,1722.3063709219325,15:54:57.116294
Dist,1.5748031496062993,15:54:57.119043
HE2,1738.0793005090095,15:54:57.150813
Dist,1.5748031496062993,15:54:57.153566
HE1,420.6066967285174,15:54:57.184354
Dist,1.299212598425197,15:54:57.187104
HE2,1639.360562829783,15:54:57.187393
Dist,1.4566929133858268,15:54:57.197763
HE2,1911.9915515001405,15:54:57.218803
Dist,1.3779527559055118,15:54:57.221586
HE2,1810.1263054924189,15:54:57.251942
Dist,1.4566929133858268,15:54:57.254700
HE2,1910.1774626933645,15:54:57.283355
Dist,1.5748031496062993,15:54:57.286100
HE2,1941.3729952402625,15:54:57.314256
Dist,1.7322834645669292,15:54:57.317007
HE1,441.3012920331636,15:54:57.320312
Dist,1.4960629921259843,15:54:57.327779
HE2,1991.2348970985022,15:54:57.344389
Dist,1.4960629921259843,15:54:57.347135
